"ReportPath","GeneratedAtUtc","MetricsFile","EventCount","UniqueHosts","TotalPorts","PortsPerMinute","AvgPortsPerBatch","BatchIntervalP95","UiCloneP95","StreamDispatchP95","DiffDurationP95"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-20251223-085852.json","12/23/2025 4:11:45 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\Run-20251223-085852\2025-12-23.json","4","4","116","12447.207","29","249.5872","","",""
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-20251223-103636.json","12/23/2025 5:36:54 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\Run-20251223-103636\2025-12-23.json","10","10","290","11139.57","29","243.1711","","",""
"C:\Users\Werem\AppData\Local\Temp\3a3f1ac4-1e31-44a1-b7aa-4521a1be11f3\PortBatchReady.json","12/26/2025 10:01:15 PM","C:\Users\Werem\AppData\Local\Temp\3a3f1ac4-1e31-44a1-b7aa-4521a1be11f3\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-154132.json","12/26/2025 10:41:42 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","3663","37","115714","418.549","31.59","88960.80248","32.2368","0.392","45.3252"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-154517.json","12/26/2025 10:45:32 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","3663","37","115714","418.549","31.59","88960.80248","32.2368","0.392","45.3252"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-154649.json","12/26/2025 10:46:49 PM","C:\Users\Werem\AppData\Local\Temp\728b1c74-0055-4dbd-aa23-308d958ed7e7\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\728b1c74-0055-4dbd-aa23-308d958ed7e7\PortBatchReady.json","12/26/2025 10:46:49 PM","C:\Users\Werem\AppData\Local\Temp\728b1c74-0055-4dbd-aa23-308d958ed7e7\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\728b1c74-0055-4dbd-aa23-308d958ed7e7\PortBatchReady-existing.json","12/26/2025 10:46:49 PM","C:\Users\Werem\AppData\Local\Temp\728b1c74-0055-4dbd-aa23-308d958ed7e7\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\HarnessSmokeExistingTest\batch.json","12/26/2025 10:51:31 PM","C:\Users\Werem\AppData\Local\Temp\HarnessSmokeExistingTest\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\8eef81fe-8302-41bb-bfb7-2da8c48b60b9\PortBatchReady.json","12/26/2025 10:54:44 PM","C:\Users\Werem\AppData\Local\Temp\8eef81fe-8302-41bb-bfb7-2da8c48b60b9\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-155444.json","12/26/2025 10:54:44 PM","C:\Users\Werem\AppData\Local\Temp\8eef81fe-8302-41bb-bfb7-2da8c48b60b9\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\8eef81fe-8302-41bb-bfb7-2da8c48b60b9\PortBatchReady-existing.json","12/26/2025 10:54:44 PM","C:\Users\Werem\AppData\Local\Temp\8eef81fe-8302-41bb-bfb7-2da8c48b60b9\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\f9fcb279-9d9f-4e2e-89cd-6ab7794c9210\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251226-155702.json","12/26/2025 10:57:02 PM","C:\Users\Werem\AppData\Local\Temp\f9fcb279-9d9f-4e2e-89cd-6ab7794c9210\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\aecbd8a4-cd49-453c-a8f0-0a3055f7b965\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251226-155916.json","12/26/2025 10:59:17 PM","C:\Users\Werem\AppData\Local\Temp\aecbd8a4-cd49-453c-a8f0-0a3055f7b965\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\6a917435-853d-4d6d-b45a-0fb47eb058c0\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251226-160029.json","12/26/2025 11:00:29 PM","C:\Users\Werem\AppData\Local\Temp\6a917435-853d-4d6d-b45a-0fb47eb058c0\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\45aeb8e0-071a-4c14-b652-c3af4390e66b\PortBatchReady.json","12/26/2025 11:01:24 PM","C:\Users\Werem\AppData\Local\Temp\45aeb8e0-071a-4c14-b652-c3af4390e66b\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\45aeb8e0-071a-4c14-b652-c3af4390e66b\PortBatchReady-existing.json","12/26/2025 11:01:25 PM","C:\Users\Werem\AppData\Local\Temp\45aeb8e0-071a-4c14-b652-c3af4390e66b\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-160125.json","12/26/2025 11:01:25 PM","C:\Users\Werem\AppData\Local\Temp\45aeb8e0-071a-4c14-b652-c3af4390e66b\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e88605b3-4e7f-411d-b207-2ef3b0f22e67\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251226-160251.json","12/26/2025 11:02:51 PM","C:\Users\Werem\AppData\Local\Temp\e88605b3-4e7f-411d-b207-2ef3b0f22e67\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-160328.json","12/26/2025 11:03:39 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","3663","37","115714","418.549","31.59","88960.80248","32.0625","0.39125","45.214"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251226-162743.json","12/26/2025 11:27:44 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\6df17273-98a8-4a90-9c61-e5c2bf66fb2b\PortBatchReady-existing.json","12/26/2025 11:28:51 PM","C:\Users\Werem\AppData\Local\Temp\6df17273-98a8-4a90-9c61-e5c2bf66fb2b\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\6df17273-98a8-4a90-9c61-e5c2bf66fb2b\PortBatchReady.json","12/26/2025 11:28:51 PM","C:\Users\Werem\AppData\Local\Temp\6df17273-98a8-4a90-9c61-e5c2bf66fb2b\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-162852.json","12/26/2025 11:28:52 PM","C:\Users\Werem\AppData\Local\Temp\6df17273-98a8-4a90-9c61-e5c2bf66fb2b\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\796989fd-a9f5-4ee2-a8fe-7673de728639\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251226-163025.json","12/26/2025 11:30:25 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\796989fd-a9f5-4ee2-a8fe-7673de728639\OutputRoot\Logs\Reports\SyntheticSmoke\Synthetic\PortBatchReady-smoke-20251226-163025.json","12/26/2025 11:30:25 PM","C:\Users\Werem\AppData\Local\Temp\796989fd-a9f5-4ee2-a8fe-7673de728639\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\SmokeDefault\Logs\Reports\SyntheticSmoke\Synthetic\PortBatchReady-smoke-20251226-163227.json","12/26/2025 11:32:28 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\SmokeDefault2\Logs\Reports\SyntheticSmoke\Synthetic\PortBatchReady-smoke-20251226-163307.json","12/26/2025 11:33:08 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\8f0b1154-84a3-45a6-8e56-3ad9a6e88f97\PortBatchReady.json","12/26/2025 11:36:11 PM","C:\Users\Werem\AppData\Local\Temp\8f0b1154-84a3-45a6-8e56-3ad9a6e88f97\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-163612.json","12/26/2025 11:36:12 PM","C:\Users\Werem\AppData\Local\Temp\8f0b1154-84a3-45a6-8e56-3ad9a6e88f97\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\8f0b1154-84a3-45a6-8e56-3ad9a6e88f97\PortBatchReady-existing.json","12/26/2025 11:36:12 PM","C:\Users\Werem\AppData\Local\Temp\8f0b1154-84a3-45a6-8e56-3ad9a6e88f97\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\dd85a0cc-3f96-4ce2-a71d-f1bd6d466fda\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251226-163805.json","12/26/2025 11:38:05 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\05dab7f4-4e40-4e54-a2d9-4d86309edeb2\PortBatchReady.json","12/26/2025 11:39:52 PM","C:\Users\Werem\AppData\Local\Temp\05dab7f4-4e40-4e54-a2d9-4d86309edeb2\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\05dab7f4-4e40-4e54-a2d9-4d86309edeb2\PortBatchReady-existing.json","12/26/2025 11:39:53 PM","C:\Users\Werem\AppData\Local\Temp\05dab7f4-4e40-4e54-a2d9-4d86309edeb2\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-163953.json","12/26/2025 11:39:53 PM","C:\Users\Werem\AppData\Local\Temp\05dab7f4-4e40-4e54-a2d9-4d86309edeb2\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\f1351456-24d1-4e15-baae-0cc9cbf2dfb7\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251226-164120.json","12/26/2025 11:41:20 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\286d2632-b600-4b32-8e68-ad22cf8e9026\PortBatchReady-existing.json","12/26/2025 11:43:02 PM","C:\Users\Werem\AppData\Local\Temp\286d2632-b600-4b32-8e68-ad22cf8e9026\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-164302.json","12/26/2025 11:43:02 PM","C:\Users\Werem\AppData\Local\Temp\286d2632-b600-4b32-8e68-ad22cf8e9026\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\286d2632-b600-4b32-8e68-ad22cf8e9026\PortBatchReady.json","12/26/2025 11:43:02 PM","C:\Users\Werem\AppData\Local\Temp\286d2632-b600-4b32-8e68-ad22cf8e9026\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b8bc8be9-3b3a-4a95-8386-d8c7b3ecdb2a\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251226-164451.json","12/26/2025 11:44:51 PM","C:\Users\Werem\AppData\Local\Temp\b8bc8be9-3b3a-4a95-8386-d8c7b3ecdb2a\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b8bc8be9-3b3a-4a95-8386-d8c7b3ecdb2a\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251226-164451.json","12/26/2025 11:44:52 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-144928.json","12/26/2025 9:49:38 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","3663","37","115714","418.549","31.59","88960.80248","32.47035","0.39215","45.54895"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251226-145135.json","12/26/2025 9:51:42 PM","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","3663","37","115714","418.549","31.59","88960.80248","32.47035","0.39215","45.54895"
"C:\Users\Werem\AppData\Local\Temp\b26d0525-c053-4f3d-8c92-0147b8c20aaf\PortBatchReady.json","12/26/2025 9:52:58 PM","C:\Users\Werem\AppData\Local\Temp\b26d0525-c053-4f3d-8c92-0147b8c20aaf\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\642852b7-bcd4-46ae-81b8-b5d2e689f0bb\PortBatchReady.json","12/26/2025 9:56:13 PM","C:\Users\Werem\AppData\Local\Temp\642852b7-bcd4-46ae-81b8-b5d2e689f0bb\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\7d22d61f-1b51-4f0d-8625-ebeffb218d54\PortBatchReady.json","12/27/2025 11:42:46 PM","C:\Users\Werem\AppData\Local\Temp\7d22d61f-1b51-4f0d-8625-ebeffb218d54\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\7d22d61f-1b51-4f0d-8625-ebeffb218d54\PortBatchReady-existing.json","12/27/2025 11:42:47 PM","C:\Users\Werem\AppData\Local\Temp\7d22d61f-1b51-4f0d-8625-ebeffb218d54\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-164247.json","12/27/2025 11:42:47 PM","C:\Users\Werem\AppData\Local\Temp\7d22d61f-1b51-4f0d-8625-ebeffb218d54\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\2e4f179d-325c-41aa-b0b5-8de4c37a12f0\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-164306.json","12/27/2025 11:43:06 PM","C:\Users\Werem\AppData\Local\Temp\2e4f179d-325c-41aa-b0b5-8de4c37a12f0\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\2e4f179d-325c-41aa-b0b5-8de4c37a12f0\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-164306.json","12/27/2025 11:43:06 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\9a346091-658e-4a44-b8f9-c7ad1de322cd\PortBatchReady.json","12/27/2025 11:45:26 PM","C:\Users\Werem\AppData\Local\Temp\9a346091-658e-4a44-b8f9-c7ad1de322cd\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-164527.json","12/27/2025 11:45:27 PM","C:\Users\Werem\AppData\Local\Temp\9a346091-658e-4a44-b8f9-c7ad1de322cd\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\9a346091-658e-4a44-b8f9-c7ad1de322cd\PortBatchReady-existing.json","12/27/2025 11:45:27 PM","C:\Users\Werem\AppData\Local\Temp\9a346091-658e-4a44-b8f9-c7ad1de322cd\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\895cbdb1-ed00-476f-91d1-eda72940af88\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-164544.json","12/27/2025 11:45:44 PM","C:\Users\Werem\AppData\Local\Temp\895cbdb1-ed00-476f-91d1-eda72940af88\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\895cbdb1-ed00-476f-91d1-eda72940af88\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-164545.json","12/27/2025 11:45:45 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\880d8c9f-2c20-4611-9a2d-5a5ce6c3e95f\PortBatchReady-existing.json","12/27/2025 4:07:15 PM","C:\Users\Werem\AppData\Local\Temp\880d8c9f-2c20-4611-9a2d-5a5ce6c3e95f\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\880d8c9f-2c20-4611-9a2d-5a5ce6c3e95f\PortBatchReady.json","12/27/2025 4:07:15 PM","C:\Users\Werem\AppData\Local\Temp\880d8c9f-2c20-4611-9a2d-5a5ce6c3e95f\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-090715.json","12/27/2025 4:07:15 PM","C:\Users\Werem\AppData\Local\Temp\880d8c9f-2c20-4611-9a2d-5a5ce6c3e95f\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\65ba526f-cae1-4f08-aa54-43c616c17316\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-090729.json","12/27/2025 4:07:29 PM","C:\Users\Werem\AppData\Local\Temp\65ba526f-cae1-4f08-aa54-43c616c17316\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\65ba526f-cae1-4f08-aa54-43c616c17316\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-090730.json","12/27/2025 4:07:30 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-092707.json","12/27/2025 4:27:07 PM","C:\Users\Werem\AppData\Local\Temp\70884581-81d3-4e12-8818-9b4d0bd3eeb4\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\70884581-81d3-4e12-8818-9b4d0bd3eeb4\PortBatchReady-existing.json","12/27/2025 4:27:07 PM","C:\Users\Werem\AppData\Local\Temp\70884581-81d3-4e12-8818-9b4d0bd3eeb4\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\70884581-81d3-4e12-8818-9b4d0bd3eeb4\PortBatchReady.json","12/27/2025 4:27:07 PM","C:\Users\Werem\AppData\Local\Temp\70884581-81d3-4e12-8818-9b4d0bd3eeb4\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\dca2218d-1e5f-432c-b18f-84f6c0822dbb\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-092719.json","12/27/2025 4:27:19 PM","C:\Users\Werem\AppData\Local\Temp\dca2218d-1e5f-432c-b18f-84f6c0822dbb\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\dca2218d-1e5f-432c-b18f-84f6c0822dbb\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-092719.json","12/27/2025 4:27:19 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e513a13a-4417-4a29-a83c-49a32d8be0d6\PortBatchReady.json","12/27/2025 4:28:26 PM","C:\Users\Werem\AppData\Local\Temp\e513a13a-4417-4a29-a83c-49a32d8be0d6\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e513a13a-4417-4a29-a83c-49a32d8be0d6\PortBatchReady-existing.json","12/27/2025 4:28:27 PM","C:\Users\Werem\AppData\Local\Temp\e513a13a-4417-4a29-a83c-49a32d8be0d6\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-092827.json","12/27/2025 4:28:27 PM","C:\Users\Werem\AppData\Local\Temp\e513a13a-4417-4a29-a83c-49a32d8be0d6\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\dfc772f2-9b27-4f41-b53a-5bbc1f060535\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-092841.json","12/27/2025 4:28:41 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\dfc772f2-9b27-4f41-b53a-5bbc1f060535\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-092841.json","12/27/2025 4:28:41 PM","C:\Users\Werem\AppData\Local\Temp\dfc772f2-9b27-4f41-b53a-5bbc1f060535\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\8fa35563-1623-45cc-b87f-aa8ace6c97a0\PortBatchReady.json","12/28/2025 1:44:26 AM","C:\Users\Werem\AppData\Local\Temp\8fa35563-1623-45cc-b87f-aa8ace6c97a0\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\8fa35563-1623-45cc-b87f-aa8ace6c97a0\PortBatchReady-existing.json","12/28/2025 1:44:28 AM","C:\Users\Werem\AppData\Local\Temp\8fa35563-1623-45cc-b87f-aa8ace6c97a0\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251227-184428.json","12/28/2025 1:44:28 AM","C:\Users\Werem\AppData\Local\Temp\8fa35563-1623-45cc-b87f-aa8ace6c97a0\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\aabe8880-5762-4311-928d-440ccbad26d1\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251227-184459.json","12/28/2025 1:44:59 AM","C:\Users\Werem\AppData\Local\Temp\aabe8880-5762-4311-928d-440ccbad26d1\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\aabe8880-5762-4311-928d-440ccbad26d1\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251227-184500.json","12/28/2025 1:45:00 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\16762cbd-4ebf-40c7-ab95-d9fba8acba83\PortBatchReady.json","12/28/2025 11:28:01 PM","C:\Users\Werem\AppData\Local\Temp\16762cbd-4ebf-40c7-ab95-d9fba8acba83\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251228-162802.json","12/28/2025 11:28:02 PM","C:\Users\Werem\AppData\Local\Temp\16762cbd-4ebf-40c7-ab95-d9fba8acba83\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\16762cbd-4ebf-40c7-ab95-d9fba8acba83\PortBatchReady-existing.json","12/28/2025 11:28:02 PM","C:\Users\Werem\AppData\Local\Temp\16762cbd-4ebf-40c7-ab95-d9fba8acba83\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\494d6996-9824-4ed9-bf81-3974e30cff10\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251228-162818.json","12/28/2025 11:28:18 PM","C:\Users\Werem\AppData\Local\Temp\494d6996-9824-4ed9-bf81-3974e30cff10\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\494d6996-9824-4ed9-bf81-3974e30cff10\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251228-162818.json","12/28/2025 11:28:18 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\133dd97d-5b7b-497b-9953-5957d8532af9\PortBatchReady.json","12/28/2025 11:30:32 PM","C:\Users\Werem\AppData\Local\Temp\133dd97d-5b7b-497b-9953-5957d8532af9\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\133dd97d-5b7b-497b-9953-5957d8532af9\PortBatchReady-existing.json","12/28/2025 11:30:32 PM","C:\Users\Werem\AppData\Local\Temp\133dd97d-5b7b-497b-9953-5957d8532af9\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251228-163033.json","12/28/2025 11:30:33 PM","C:\Users\Werem\AppData\Local\Temp\133dd97d-5b7b-497b-9953-5957d8532af9\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\c2501542-46d6-44c0-b43b-c3c969630500\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251228-163045.json","12/28/2025 11:30:45 PM","C:\Users\Werem\AppData\Local\Temp\c2501542-46d6-44c0-b43b-c3c969630500\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c2501542-46d6-44c0-b43b-c3c969630500\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251228-163046.json","12/28/2025 11:30:46 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\a867c12d-4cd3-46b9-9c79-25c04fcd89a3\PortBatchReady-existing.json","12/28/2025 11:32:16 PM","C:\Users\Werem\AppData\Local\Temp\a867c12d-4cd3-46b9-9c79-25c04fcd89a3\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251228-163216.json","12/28/2025 11:32:16 PM","C:\Users\Werem\AppData\Local\Temp\a867c12d-4cd3-46b9-9c79-25c04fcd89a3\metrics-missing-report.json","1","1","5","","5","","","",""
